name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic;
DOSCHER,29093,815,0.28,78577.35,95.83,(S),(S),0,0.74,3.19;
CUTHRELL,29093,815,0.28,78577.63,67.61,28.71,(S),(S),2.09,0.98;
DERUITER,29093,815,0.28,78577.9,95.09,(S),0.98,(S),1.1,1.6;
BRESLER,29093,815,0.28,78578.18,95.83,0,0.98,0,0.86,2.33;
GRIESHABER,29093,815,0.28,78578.46,95.21,0.61,(S),(S),1.23,2.09;
GLANZER,29093,815,0.28,78578.73,97.3,(S),(S),0,1.35,1.1;
HAI,29093,815,0.28,78579.01,17.67,2.82,75.09,0,3.68,0.74;
MIESNER,29093,815,0.28,78579.28,97.18,0,0.61,0,0.61,1.6;
NARDELLA,29093,815,0.28,78579.56,97.06,(S),(S),0,1.1,1.1;
OETTING,29093,815,0.28,78579.84,95.46,(S),(S),0,1.35,2.58;
PRESTAGE,29093,815,0.28,78580.11,86.5,9.69,(S),(S),1.1,2.09;
LABATE,29093,815,0.28,78580.39,94.48,(S),(S),0,(S),4.66;
KOSLOSKI,29093,815,0.28,78580.67,96.56,(S),(S),(S),0.74,1.72;
MCIVOR,29093,815,0.28,78580.94,83.93,9.08,(S),(S),2.7,3.44;
MARCINKOWSKI,29093,815,0.28,78581.22,95.34,(S),0.98,(S),1.35,2.09;
LINDON,29093,815,0.28,78581.49,72.76,22.7,(S),(S),0.61,2.94;
TEZENO,29093,815,0.28,78581.77,1.35,94.6,(S),(S),2.33,1.23;
AVETISYAN,29093,815,0.28,78582.05,94.85,(S),(S),0,3.44,1.6;
BARRETTO,29093,815,0.28,78582.32,24.17,(S),40.49,(S),7.36,26.13;
BOUMAN,29093,815,0.28,78582.6,92.02,1.6,1.23,0.61,0.98,3.56;
ZOLLO,29093,815,0.28,78582.88,94.11,(S),1.1,(S),1.47,2.7;
ZINGER,29093,815,0.28,78583.15,96.69,(S),0.61,(S),0.98,1.35;
ZIMMERLY,29093,815,0.28,78583.43,92.02,0,(S),(S),0.86,6.5;
VRANA,29093,815,0.28,78583.7,95.71,(S),(S),0,1.1,2.45;
VOELLER,29117,814,0.28,78583.98,94.35,(S),1.72,(S),0.98,2.33;
VITE,29117,814,0.28,78584.26,23.34,2.21,4.67,(S),(S),69.41;
ASHENFELTER,29117,814,0.28,78584.53,92.14,(S),(S),3.44,0.86,2.58;
ARGABRIGHT,29117,814,0.28,78584.81,92.14,(S),1.23,(S),2.7,3.19;
SWYERS,29117,814,0.28,78585.08,96.93,0.61,(S),(S),(S),1.72;
SIMIC,29117,814,0.28,78585.36,97.67,(S),(S),0,0.98,0.98;
LESMEISTER,29117,814,0.28,78585.64,93.49,0,1.84,1.6,1.47,1.6;
LACKIE,29117,814,0.28,78585.91,93.98,(S),1.35,(S),1.35,2.21;
KISSOON,29117,814,0.28,78586.19,7.37,32.8,39.68,3.07,11.55,5.53;
PULGARIN,29117,814,0.28,78586.46,3.56,(S),(S),0,0,95.82;
RACHELS,29117,814,0.28,78586.74,90.91,4.55,0.61,0.98,2.09,0.86;
PEADEN,29117,814,0.28,78587.02,92.14,1.47,(S),(S),2.83,1.84;
HOLLYWOOD,29117,814,0.28,78587.29,82.06,13.14,0,0.86,2.46,1.47;
HOUSKA,29117,814,0.28,78587.57,95.7,(S),(S),1.97,0.86,0.98;
GILLE,29117,814,0.28,78587.84,91.4,2.33,2.21,0,2.33,1.72;
CAMPANARO,29117,814,0.28,78588.12,93.49,0,(S),(S),(S),6.02;
CARUTH,29117,814,0.28,78588.4,57.86,33.54,(S),(S),2.83,4.79;
DHAKAL,29117,814,0.28,78588.67,1.97,0.74,95.09,0,1.6,0.61;
CRISCO,29117,814,0.28,78588.95,88.45,6.02,(S),(S),1.72,2.46;
CUBILLOS,29117,814,0.28,78589.22,7.62,0,0.74,(S),(S),91.28;
ERNSBERGER,29117,814,0.28,78589.5,96.44,(S),0.98,0,(S),1.97;
EISENHARDT,29138,813,0.28,78589.78,97.29,(S),(S),(S),1.35,0.74;
DICKMANN,29138,813,0.28,78590.05,95.69,(S),(S),(S),1.72,1.48;
CARCHI,29138,813,0.28,78590.33,3.44,(S),(S),0,0,96.31;
CORSETTI,29138,813,0.28,78590.6,95.2,(S),0,0,(S),3.94;
CHHIM,29138,813,0.28,78590.88,2.34,(S),93.6,(S),1.85,1.6;
CHINA,29138,813,0.28,78591.15,17.47,48.46,13.53,0.98,5.04,14.51;
GREENAN,29138,813,0.28,78591.43,96.06,(S),(S),(S),0.98,1.85;
HURLOCK,29138,813,0.28,78591.7,82.78,9.1,(S),(S),2.34,4.8;
HALFHILL,29138,813,0.28,78591.98,96.43,0,(S),(S),1.85,1.11;
GUINYARD,29138,813,0.28,78592.26,3.08,92.74,(S),(S),1.35,2.58;
RASUL,29138,813,0.28,78592.53,21.03,23.99,35.92,1.11,13.16,4.8;
MURADYAN,29138,813,0.28,78592.81,96.19,(S),(S),0,3.08,0.62;
MURALLES,29138,813,0.28,78593.08,3.2,(S),0.62,0,(S),95.82;
KITA,29138,813,0.28,78593.36,69.62,1.85,26.08,(S),1.48,(S);
KAZEMI,29138,813,0.28,78593.63,77.74,(S),1.97,(S),16.48,3.69;
KHALILI,29138,813,0.28,78593.91,84.62,0,1.97,0,10.58,2.83;
KAKAR,29138,813,0.28,78594.19,28.78,(S),42.44,(S),21.89,5.9;
LINQUIST,29138,813,0.28,78594.46,93.11,(S),0.86,(S),2.95,2.09;
MADRIAGA,29138,813,0.28,78594.74,5.78,(S),79.7,(S),5.66,8.61;
LYMON,29138,813,0.28,78595.01,8.98,85.85,(S),(S),2.95,1.11;
MARTIROSYAN,29138,813,0.28,78595.29,97.54,0,(S),0,2.09,(S);
STANISH,29138,813,0.28,78595.56,96.19,(S),0.62,(S),0.86,1.97;
RESNIK,29138,813,0.28,78595.84,91.39,(S),0.62,(S),0.74,6.4;
SAGUN,29138,813,0.28,78596.11,17.47,0.62,67.4,0,3.44,11.07;
SHUMARD,29138,813,0.28,78596.39,94.59,(S),0.86,(S),1.48,2.09;
SAWAYA,29138,813,0.28,78596.67,91.64,0,(S),(S),1.11,6.52;
AUGUSTO,29138,813,0.28,78596.94,65.31,4.43,2.46,(S),(S),25.46;
BONDE,29138,813,0.28,78597.22,91.27,(S),3.69,(S),2.46,1.6;
ZECK,29138,813,0.28,78597.49,93.73,1.48,(S),(S),2.46,1.35;
ALBUQUERQUE,29138,813,0.28,78597.77,81.67,2.09,7.5,0,1.11,7.63;
ALKHATIB,29138,813,0.28,78598.04,80.57,4.8,1.48,0.62,8.36,4.18;
ALTOBELLI,29138,813,0.28,78598.32,92.99,(S),(S),0.74,0.86,5.29;
VIGLIOTTI,29138,813,0.28,78598.6,94.83,(S),0.62,(S),1.35,2.83;
VUKOVICH,29171,812,0.28,78598.87,93.72,(S),1.72,(S),1.11,2.96;
ANJUM,29171,812,0.28,78599.15,2.71,(S),92.24,(S),3.08,1.11;
ABDIRAHMAN,29171,812,0.28,78599.42,0.62,97.17,0.86,(S),1.23,(S);
BONAVITA,29171,812,0.28,78599.7,96.55,0,(S),0,(S),3.08;
SILCOTT,29171,812,0.28,78599.97,72.54,19.46,(S),(S),2.59,3.45;
SODHI,29171,812,0.28,78600.25,4.93,(S),90.64,(S),2.59,0.99;
MARLING,29171,812,0.28,78600.52,94.58,(S),(S),(S),2.09,1.97;
MCFEELY,29171,812,0.28,78600.8,94.58,(S),1.11,(S),1.48,2.34;
MENO,29171,812,0.28,78601.07,44.7,(S),31.77,(S),8.74,9.61;
LOYER,29171,812,0.28,78601.35,92,3.08,(S),(S),1.35,2.71;
LEMME,29171,812,0.28,78601.62,92.49,2.46,(S),(S),1.35,3.2;
KNAPPENBERGER,29171,812,0.28,78601.9,94.83,(S),0.62,(S),1.48,2.83;
MOTTLEY,29171,812,0.28,78602.17,36.45,55.42,(S),(S),2.83,4.06;
ORDONES,29171,812,0.28,78602.45,1.23,0,(S),(S),0,98.03;
PIORKOWSKI,29171,812,0.28,78602.72,94.09,(S),(S),0.74,1.11,3.45;
HILAND,29171,812,0.28,78603,91.87,2.96,(S),(S),1.23,2.96;
HUQ,29171,812,0.28,78603.27,2.83,(S),90.52,(S),4.56,1.48;
HUDON,29171,812,0.28,78603.55,94.33,0.99,(S),(S),1.35,2.46;
GIUFFRIDA,29171,812,0.28,78603.83,94.09,(S),(S),(S),1.72,3.08;
FRITZE,29171,812,0.28,78604.1,93.84,(S),(S),0.99,0.86,3.45;
CHHUN,29171,812,0.28,78604.38,1.23,(S),94.58,(S),3.2,0.86;
CARRA,29171,812,0.28,78604.65,75.37,(S),1.11,(S),1.6,20.44;
BROCKER,29171,812,0.28,78604.93,91.38,3.2,(S),(S),2.22,2.46;
BURMESTER,29171,812,0.28,78605.2,95.07,0.62,(S),(S),1.48,2.34;
CRYAN,29171,812,0.28,78605.48,94.09,(S),2.46,(S),0.74,2.22;
CRAGUN,29171,812,0.28,78605.75,96.18,(S),(S),(S),1.72,1.6;
DALBEC,29171,812,0.28,78606.03,93.35,(S),(S),1.11,2.59,1.72;
CROSSER,29198,811,0.27,78606.3,94.7,(S),(S),(S),2.1,2.59;
CROSSNO,29198,811,0.27,78606.58,91.62,(S),(S),1.36,3.58,2.71;
CULVERHOUSE,29198,811,0.27,78606.85,92.73,2.59,(S),(S),1.36,2.84;
DEKEYSER,29198,811,0.27,78607.13,88.53,4.81,2.22,1.73,0.74,1.97;
DUSHANE,29198,811,0.27,78607.4,89.15,(S),(S),4.56,1.97,3.45;
COLPITTS,29198,811,0.27,78607.68,95.44,(S),1.36,0.99,1.11,(S);
FOOKS,29198,811,0.27,78607.95,56.6,34.03,(S),(S),4.93,2.96;
FELTES,29198,811,0.27,78608.23,96.92,(S),1.48,(S),(S),0.86;
GOON,29198,811,0.27,78608.5,38.72,3.33,51.17,0,6.17,0.62;
GALLAND,29198,811,0.27,78608.78,93.46,(S),0.62,(S),1.36,3.7;
GALLETTA,29198,811,0.27,78609.05,92.85,(S),0.86,(S),2.22,3.7;
PETRUSKA,29198,811,0.27,78609.33,93.71,0.86,0,2.47,1.23,1.73;
PIERCEY,29198,811,0.27,78609.6,94.94,1.36,(S),(S),0.86,1.73;
OZDEMIR,29198,811,0.27,78609.88,87.42,1.11,1.23,0,6.41,3.82;
PROTHERO,29198,811,0.27,78610.15,91.86,(S),1.11,(S),1.97,4.07;
OLSTAD,29198,811,0.27,78610.43,97.04,(S),0.74,(S),1.36,0.62;
NICKLAUS,29198,811,0.27,78610.7,97.04,(S),(S),(S),(S),1.97;
MUHS,29198,811,0.27,78610.98,95.19,(S),1.48,0,(S),2.47;
LARUSSO,29198,811,0.27,78611.25,94.94,(S),(S),(S),1.6,2.84;
KERKHOFF,29198,811,0.27,78611.53,92.73,(S),1.23,(S),2.59,2.96;
KILLMER,29198,811,0.27,78611.8,94.2,(S),1.11,(S),0.99,2.59;
MCBURNETT,29198,811,0.27,78612.08,94.82,2.22,(S),(S),0.62,2.22;
MARKWARDT,29198,811,0.27,78612.35,96.67,0.74,(S),0.74,(S),0.86;
STRADLING,29198,811,0.27,78612.63,96.42,0,1.11,0,0.99,1.48;
TEMME,29198,811,0.27,78612.9,96.79,0.74,(S),(S),0.74,1.11;
BOBERG,29198,811,0.27,78613.18,95.68,(S),(S),0,0.74,2.84;
BOGNAR,29198,811,0.27,78613.45,93.59,(S),0.74,(S),1.85,3.7;
BATHURST,29198,811,0.27,78613.73,95.31,(S),(S),0.62,2.1,1.36;
ZAMOR,29198,811,0.27,78614,5.67,85.7,0.62,0,1.73,6.29;
WAYT,29198,811,0.27,78614.28,93.09,(S),1.11,(S),2.22,2.47;
YAPLE,29198,811,0.27,78614.55,95.81,(S),0.74,(S),0.74,1.97;
WOLLAM,29198,811,0.27,78614.83,92.23,1.48,(S),(S),1.6,3.82;
VINK,29198,811,0.27,78615.1,94.33,(S),1.6,0.99,(S),2.34;
VANWAGENEN,29231,810,0.27,78615.37,94.69,0,(S),(S),1.6,3.21;
URQUILLA,29231,810,0.27,78615.65,3.7,0,(S),(S),0,95.68;
YSLAS,29231,810,0.27,78615.92,13.21,(S),0.62,0.74,(S),84.94;
AGRESTA,29231,810,0.27,78616.2,96.17,(S),(S),(S),0.74,2.47;
ANGST,29231,810,0.27,78616.47,95.43,(S),0.62,(S),1.6,1.85;
ALPHONSO,29231,810,0.27,78616.75,43.21,28.77,12.1,(S),(S),10.99;
BARTKO,29231,810,0.27,78617.02,96.79,(S),(S),0,0.62,1.98;
BOALS,29231,810,0.27,78617.3,95.68,0.62,(S),(S),1.98,1.11;
BOISE,29231,810,0.27,78617.57,87.04,4.07,(S),4.69,2.35,(S);
BOUWMAN,29231,810,0.27,78617.85,96.17,(S),(S),(S),0.86,1.98;
STITZEL,29231,810,0.27,78618.12,93.09,(S),1.48,(S),2.72,2.59;
STEPHANS,29231,810,0.27,78618.4,78.15,15.06,0.74,0.86,2.1,3.09;
STOOKSBURY,29231,810,0.27,78618.67,96.79,(S),(S),(S),0.74,1.73;
SLINKER,29231,810,0.27,78618.94,94.32,(S),(S),2.59,1.6,1.23;
SHREEVE,29231,810,0.27,78619.22,93.95,(S),0.74,(S),2.84,1.6;
RIGLER,29231,810,0.27,78619.49,96.17,(S),0.74,(S),0.74,1.23;
RESS,29231,810,0.27,78619.77,93.33,1.48,(S),(S),0.99,3.21;
RIESER,29231,810,0.27,78620.04,96.17,(S),(S),(S),0.86,1.85;
KETCHER,29231,810,0.27,78620.32,56.17,(S),(S),33.09,6.79,3.09;
JOYNT,29231,810,0.27,78620.59,96.42,(S),0.74,(S),0.86,1.48;
LAWN,29231,810,0.27,78620.87,93.95,(S),2.1,(S),1.23,1.36;
LEFEVERS,29231,810,0.27,78621.14,96.05,(S),(S),0,1.73,1.6;
NOTEBOOM,29231,810,0.27,78621.42,95.68,(S),(S),(S),1.73,1.98;
ODEM,29231,810,0.27,78621.69,55.56,37.28,(S),(S),3.83,2.96;
GATCHALIAN,29231,810,0.27,78621.97,3.09,0,92.47,0,3.46,0.99;
GRIFFO,29231,810,0.27,78622.24,90.99,5.06,0.86,0,1.98,1.11;
HENNEY,29231,810,0.27,78622.51,89.38,5.19,(S),(S),1.98,2.47;
CARLL,29231,810,0.27,78622.79,92.96,1.23,(S),(S),2.96,1.73;
CARREIRA,29231,810,0.27,78623.06,71.23,(S),5.93,(S),11.98,9.75;
CAROLL,29231,810,0.27,78623.34,75.43,17.41,(S),(S),1.73,3.33;
CASTALDI,29261,809,0.27,78623.61,93.57,0.62,(S),(S),0.74,4.57;
HAMMERSMITH,29261,809,0.27,78623.89,96.42,0.62,(S),(S),0.62,1.98;
HAMIDI,29261,809,0.27,78624.16,65.39,1.11,6.06,0,26.08,1.36;
FIGUEIRA,29261,809,0.27,78624.44,66.87,4.7,(S),(S),8.65,14.71;
EUTSLER,29261,809,0.27,78624.71,94.31,(S),(S),0.87,1.36,2.84;
ESTERLY,29261,809,0.27,78624.98,92.71,0.99,1.11,(S),(S),4.45;
FULLENKAMP,29261,809,0.27,78625.26,98.89,0,(S),0,(S),(S);
OPDYKE,29261,809,0.27,78625.53,95.55,(S),0.62,(S),1.85,1.85;
NIBERT,29261,809,0.27,78625.81,95.55,(S),0.87,(S),1.11,1.98;
NOLE,29261,809,0.27,78626.08,68.73,16.32,(S),(S),1.48,12.24;
MEDEARIS,29261,809,0.27,78626.36,65.64,21.51,0.74,2.35,3.58,6.18;
RUHLMAN,29261,809,0.27,78626.63,97.16,(S),(S),(S),1.24,0.99;
TICAS,29261,809,0.27,78626.9,3.09,0.62,(S),0,(S),96.04;
THOENNES,29261,809,0.27,78627.18,92.95,0.87,0.99,0,0.99,4.2;
TAVENNER,29261,809,0.27,78627.45,94.07,0,0.87,0,0.99,4.08;
BALD,29261,809,0.27,78627.73,87.14,6.43,1.85,(S),(S),3.21;
UPTAIN,29261,809,0.27,78628,96.29,(S),(S),1.11,1.73,(S);
VASSEUR,29261,809,0.27,78628.27,90.23,(S),0.62,(S),2.35,6.18;
VANA,29279,808,0.27,78628.55,89.6,(S),4.58,(S),1.49,3.71;
TRIPPE,29279,808,0.27,78628.82,88.74,3.96,(S),(S),1.61,5.07;
VONDERHEIDE,29279,808,0.27,78629.1,98.39,(S),(S),0,(S),0.74;
BORNEMANN,29279,808,0.27,78629.37,96.04,(S),(S),0,0.62,2.85;
BORTHWICK,29279,808,0.27,78629.64,94.31,(S),1.98,(S),1.49,1.86;
BELLAR,29279,808,0.27,78629.92,94.18,1.61,1.36,(S),1.49,(S);
AFANADOR,29279,808,0.27,78630.19,8.42,0.99,0.62,(S),(S),89.85;
SWANGO,29279,808,0.27,78630.47,96.41,(S),(S),(S),2.23,(S);
SYNDER,29279,808,0.27,78630.74,83.04,8.79,1.36,1.24,1.73,3.84;
STCHARLES,29279,808,0.27,78631.01,74.63,19.93,(S),(S),1.11,3.59;
STAVROS,29279,808,0.27,78631.29,95.17,(S),0.74,(S),0.99,2.6;
RYER,29279,808,0.27,78631.56,86.63,8.91,1.73,(S),(S),1.61;
ROLLMAN,29279,808,0.27,78631.84,94.31,0.74,(S),(S),1.49,2.97;
SERAPHIN,29279,808,0.27,78632.11,20.79,71.04,(S),(S),2.97,3.47;
SENEY,29279,808,0.27,78632.38,86.88,8.66,(S),(S),1.86,1.24;
MACNAMARA,29279,808,0.27,78632.66,94.06,(S),(S),0,(S),5.07;
LANDOLFI,29279,808,0.27,78632.93,93.44,(S),0.62,(S),0.87,4.7;
KOSIK,29279,808,0.27,78633.21,94.8,(S),0.99,(S),1.36,2.23;
KAHRS,29279,808,0.27,78633.48,95.17,(S),1.11,(S),0.74,2.48;
RAIMO,29279,808,0.27,78633.75,92.2,3.34,(S),(S),1.11,2.6;
QUERO,29279,808,0.27,78634.03,7.92,(S),13.99,(S),2.72,75;
FRIEDRICHSEN,29279,808,0.27,78634.3,95.67,0,(S),(S),0.99,2.6;
HIGBIE,29279,808,0.27,78634.57,97.28,0,0.74,0,0.62,1.36;
HAROS,29279,808,0.27,78634.85,6.31,0,(S),(S),(S),92.57;
BRIN,29279,808,0.27,78635.12,85.52,5.57,(S),(S),1.36,6.19;
CIMINI,29279,808,0.27,78635.4,95.67,0.74,(S),(S),1.73,1.36;
CERINO,29279,808,0.27,78635.67,69.43,(S),1.61,3.09,(S),25.37;
DOHRMANN,29279,808,0.27,78635.94,92.7,0.62,(S),(S),2.35,3.71;
DEPP,29279,808,0.27,78636.22,75.5,20.3,0.74,(S),2.97,(S);
CZAPLA,29279,808,0.27,78636.49,93.94,(S),0.74,(S),1.49,3.09;
DERUYTER,29309,807,0.27,78636.77,94.18,(S),(S),(S),1.86,3.22;
DONA,29309,807,0.27,78637.04,47.71,3.97,19.45,1.12,1.24,26.52;
EDDS,29309,807,0.27,78637.31,97.03,0.99,(S),(S),0.87,0.99;
EDE,29309,807,0.27,78637.59,83.4,9.05,(S),(S),3.35,1.98;
CERVENY,29309,807,0.27,78637.86,95.29,(S),(S),(S),1.61,2.23;
HIEBER,29309,807,0.27,78638.13,95.91,(S),(S),(S),0.87,2.48;
HOFFA,29309,807,0.27,78638.41,96.41,(S),(S),(S),1.12,1.73;
PARRINELLO,29309,807,0.27,78638.68,94.55,0.87,(S),(S),0.99,3.47;
ORGILL,29309,807,0.27,78638.95,88.35,7.81,0.74,0,0.74,2.35;
JUSTESEN,29309,807,0.27,78639.23,94.55,(S),0.99,(S),1.86,1.98;
KLUMB,29309,807,0.27,78639.5,96.28,(S),(S),0.62,(S),1.98;
MANGANARO,29309,807,0.27,78639.78,96.65,(S),(S),0,(S),2.6;
SETTERS,29309,807,0.27,78640.05,95.04,(S),0.99,(S),1.98,1.24;
SENAT,29309,807,0.27,78640.32,6.32,90.09,0.74,(S),2.6,(S);
SPIGHT,29309,807,0.27,78640.6,9.54,84.26,(S),(S),2.11,3.72;
SZOT,29309,807,0.27,78640.87,96.41,(S),0.74,(S),0.99,1.36;
ABDELLA,29309,807,0.27,78641.14,58.86,37.17,0.62,0.62,0.74,1.98;
AKBARI,29309,807,0.27,78641.42,59.23,0.99,17.6,0,19.33,2.85;
ZERBY,29309,807,0.27,78641.69,95.17,(S),(S),0.74,0.99,2.73;
BENKERT,29309,807,0.27,78641.96,96.41,0.74,(S),(S),0.87,1.24;
BENINCASA,29309,807,0.27,78642.24,92.94,(S),(S),0,(S),6.07;
BABERS,29309,807,0.27,78642.51,17.84,75.84,(S),(S),3.22,2.48;
ASTOR,29309,807,0.27,78642.78,71,0.74,1.73,8.8,1.12,16.6;
WEMPLE,29309,807,0.27,78643.06,94.67,1.61,(S),(S),1.61,1.49;
TUFT,29309,807,0.27,78643.33,76.21,20.94,(S),(S),0.62,1.98;
VITUG,29334,806,0.27,78643.61,3.72,(S),88.34,(S),4.47,3.35;
VIVERETTE,29334,806,0.27,78643.88,46.28,50.99,(S),(S),1.24,1.24;
WHELESS,29334,806,0.27,78644.15,81.27,12.03,(S),(S),2.73,3.23;
WHELPLEY,29334,806,0.27,78644.42,93.55,(S),(S),0,1.12,4.84;
WANZER,29334,806,0.27,78644.7,58.93,35.36,(S),(S),2.61,2.73;
WAHLER,29334,806,0.27,78644.97,95.04,(S),0.74,(S),1.36,2.36;
WALFORD,29334,806,0.27,78645.24,67.62,25.81,(S),(S),2.11,3.6;
WLODARCZYK,29334,806,0.27,78645.52,97.02,(S),(S),(S),(S),1.74;
WIKSTROM,29334,806,0.27,78645.79,93.05,(S),0.99,(S),2.23,2.61;
BIGBEE,29334,806,0.27,78646.06,64.76,28.91,1.49,1.24,1.61,1.99;
BOBAK,29334,806,0.27,78646.34,97.27,(S),(S),0,0.99,1.12;
ZHAI,29334,806,0.27,78646.61,1.49,(S),96.77,0,1.24,(S);
TLATELPA,29334,806,0.27,78646.88,0.87,0,0,0,0,99.13;
SPEHAR,29334,806,0.27,78647.16,93.18,(S),0.62,(S),2.23,3.23;
SENNE,29334,806,0.27,78647.43,95.29,(S),0.87,(S),1.12,1.49;
SHOWELL,29334,806,0.27,78647.7,26.67,65.76,(S),(S),4.71,2.23;
SAUR,29334,806,0.27,78647.98,89.83,(S),4.47,(S),1.86,3.47;
MARTIS,29334,806,0.27,78648.25,68.61,4.34,7.57,(S),(S),16.25;
LENNING,29334,806,0.27,78648.52,94.54,0.74,0.62,0.99,1.61,1.49;
NEWQUIST,29334,806,0.27,78648.8,94.17,(S),1.99,(S),1.86,1.36;
PAM,29334,806,0.27,78649.07,33.62,38.83,22.46,(S),2.61,(S);
PEACHER,29334,806,0.27,78649.34,84.37,9.55,(S),(S),1.12,4.09;
REBSTOCK,29334,806,0.27,78649.62,96.65,(S),(S),(S),0.99,1.36;
HOGARTH,29334,806,0.27,78649.89,83.5,10.92,(S),(S),1.12,2.98;
ISNER,29334,806,0.27,78650.16,98.26,(S),0,(S),(S),0.87;
HABERER,29334,806,0.27,78650.44,95.66,(S),1.12,(S),1.12,1.74;
FUGERE,29334,806,0.27,78650.71,95.91,(S),0.74,(S),1.99,0.74;
GALPIN,29334,806,0.27,78650.98,94.17,0,(S),(S),1.61,3.47;
CHICKERING,29334,806,0.27,78651.26,94.17,(S),1.36,(S),2.61,1.74;
EHMKE,29334,806,0.27,78651.53,97.02,(S),(S),(S),0.99,1.49;
DOESCHER,29334,806,0.27,78651.8,95.04,(S),1.12,(S),1.99,1.12;
DELMUNDO,29334,806,0.27,78652.08,1.24,(S),92.31,(S),2.98,3.23;
DIEU,29366,805,0.27,78652.35,19.63,9.19,68.57,0,1.37,1.24;
CECILIO,29366,805,0.27,78652.62,21.74,1.99,14.91,0,2.48,58.88;
BUTTRY,29366,805,0.27,78652.89,94.91,1.24,1.37,(S),(S),1.37;
GAVINA,29366,805,0.27,78653.17,3.35,(S),11.43,(S),0.99,83.85;
GORELICK,29366,805,0.27,78653.44,95.16,(S),(S),0,(S),3.85;
FRANCESCHINI,29366,805,0.27,78653.71,78.01,(S),(S),(S),0.62,20.75;
HESTAND,29366,805,0.27,78653.99,93.79,(S),0.87,(S),1.49,3.11;
RADLE,29366,805,0.27,78654.26,94.53,0.87,0.87,0.62,1.37,1.74;
RACZKOWSKI,29366,805,0.27,78654.53,94.91,0.87,(S),(S),1.12,2.36;
RAJESH,29366,805,0.27,78654.8,0.62,(S),96.77,1.37,1.12,(S);
POTASH,29366,805,0.27,78655.08,96.89,(S),(S),0,0.62,1.99;
PEARLSTEIN,29366,805,0.27,78655.35,96.27,0.62,(S),(S),1.49,1.12;
PECHACEK,29366,805,0.27,78655.62,97.02,0.75,(S),(S),(S),1.12;
MIECZKOWSKI,29366,805,0.27,78655.9,97.52,(S),0.62,(S),0.99,0.62;
MILHOAN,29366,805,0.27,78656.17,95.78,(S),(S),(S),1.37,1.99;
LESSLEY,29366,805,0.27,78656.44,81.86,6.34,0.62,2.61,4.22,4.35;
LORDEN,29366,805,0.27,78656.71,86.21,7.08,1.24,(S),(S),4.22;
MABERY,29366,805,0.27,78656.99,74.78,18.88,(S),(S),1.61,3.35;
MASSINGALE,29366,805,0.27,78657.26,83.23,10.31,(S),(S),2.61,2.48;
MEHMOOD,29366,805,0.27,78657.53,4.84,1.99,89.07,(S),3.23,(S);
LARAWAY,29366,805,0.27,78657.81,93.29,(S),0.75,(S),1.99,2.98;
KIMM,29366,805,0.27,78658.08,71.8,0.87,20.25,0.99,3.98,2.11;
KIELTY,29366,805,0.27,78658.35,95.65,(S),0.87,(S),0.99,2.11;
SCARCELLA,29366,805,0.27,78658.63,94.66,0,(S),(S),0.75,4.1;
ROBERDS,29366,805,0.27,78658.9,95.9,(S),(S),0,1.49,1.74;
SALADO,29366,805,0.27,78659.17,9.07,0.87,(S),(S),0.99,88.2;
SIVILS,29366,805,0.27,78659.44,83.35,11.93,(S),(S),1.37,2.61;
SWINDALL,29366,805,0.27,78659.72,81.49,12.3,0.87,0.62,2.48,2.24;
BAILIFF,29366,805,0.27,78659.99,91.18,5.22,(S),(S),0.75,2.11;
BARTOLOMEI,29366,805,0.27,78660.26,73.17,0.62,(S),0.62,(S),24.84;
WIEGMAN,29366,805,0.27,78660.54,96.77,0,0.87,0,0.99,1.37;
WAIN,29366,805,0.27,78660.81,87.58,2.48,4.84,(S),2.98,(S);
VOLPI,29366,805,0.27,78661.08,94.04,(S),(S),0.87,0.87,3.35;
VOLKOV,29366,805,0.27,78661.35,96.89,0,(S),0,(S),2.36;
WENTLING,29366,805,0.27,78661.63,96.4,(S),(S),0,1.24,1.74;
WEATHINGTON,29366,805,0.27,78661.9,56.65,35.53,(S),(S),4.35,3.11;
TRUNK,29366,805,0.27,78662.17,93.66,(S),0.99,(S),1.12,3.48;
TRUSLOW,29403,804,0.27,78662.45,95.15,1.87,(S),(S),1,1.37;
UDY,29403,804,0.27,78662.72,97.01,0.62,(S),(S),1.12,1.12;
VIEL,29403,804,0.27,78662.99,72.51,15.42,(S),(S),1.24,10.32;
BAHNSEN,29403,804,0.27,78663.26,94.53,(S),1.12,(S),1.62,2.49;
ARN,29403,804,0.27,78663.54,95.27,1,0.87,0.62,0.62,1.62;
SUDER,29403,804,0.27,78663.81,94.53,1.24,1.62,(S),(S),1.49;
TAUER,29403,804,0.27,78664.08,95.02,0.75,1.12,0,1.24,1.87;
SKIVER,29403,804,0.27,78664.35,94.15,1.62,(S),(S),1.49,1.74;
SOWDEN,29403,804,0.27,78664.63,94.53,(S),1.49,(S),1.87,1.24;
ROUGEAU,29403,804,0.27,78664.9,67.04,26.87,(S),(S),3.11,2.24;
KILBURG,29403,804,0.27,78665.17,94.03,(S),(S),0.75,0.87,3.61;
LEGE,29403,804,0.27,78665.44,91.67,4.35,(S),(S),1.24,2.11;
MUEHLBAUER,29403,804,0.27,78665.72,96.89,1,(S),0,1.24,(S);
